ticker,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,url,d_domain[],address1,address2,city,state,zip,country,fullTimeEmployees,,url,TickerSymbol,dk,CorpNameKITTB,CorpAddress,CorpCity,CorpState,CorpZip,CorpCountry,PublicOrPrivate,NumEmployees,Industry,SIC,SIC2,Ticker match
VSI,"Vitamin Shoppe, Inc",6.43,$154.72M,2009,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/vsi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VSI,vitaminshoppe.com,300 Harmon Meadow Boulevard,,Secaucus,NJ,7094,United States,3503,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vitaminshoppe.com,VSI,vitaminshoppe.com,VITAMIN SHOPPE,THE VITAMIN SHOPPE 300 HARMON MEADOW BLVD,SECAUCUS,NJ,,US,Public,7500,,5400,51,TRUE
VSLR,"Vivint Solar, Inc.",7.61,$925.52M,2014,Capital Goods,Building Products,https://www.nasdaq.com/symbol/vslr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VSLR,vivintsolar.com,1800 West Ashton Boulevard,,Lehi,UT,84043,United States,2542,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vivintsolar.com,,vivint.com,VIVINT SMART HOME,4931 N 300 W,PROVO,UT,84604,US,Private,11000,Construction (Special Trade),1731,17,
VSM,"Versum Materials, Inc.",51.89,$5.67B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/vsm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VSM,versummaterials.com,8555 South River Parkway,,Tempe,AZ,85284,United States,2300,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=versummaterials.com,VSM,versummaterials.com,VERSUM MATERIALS,8555 S RIVER PKWY,TEMPE,AZ,85284,US,Public,2200,,2890,,TRUE
VST,Vistra Energy Corp.,22.29,$10.96B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/vst,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VST,vistraenergy.com,6555 Sierra Drive,,Irving,TX,75039,United States,5400,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vistraenergy.com,,vistraenergy.com,VISTRA ENERGY,1601 BRYAN ST,DALLAS,TX,75201,US,Private,7500,,,,
VSTM,"Verastem, Inc.",1.33,$98.61M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VSTM,verastem.com,117 Kendrick Street,Suite 500,Needham,MA,2494,United States,169,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=verastem.com,VSTM,verastem.com,VERASTEM ONCOLOGY,117 KENDRICK ST STE 500,NEEDHAM,MA,2494,US,Public,100,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
VSTO,Vista Outdoor Inc.,4.65,$268.56M,2015,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/vsto,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VSTO,vistaoutdoor.com,1 Vista Way,,Anoka,MN,55303,United States,5200,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vistaoutdoor.com,VSTO,vistaoutdoor.com,VISTA OUTDOOR,1 VISTA WAY,ANOKA,MN,,US,Public,5800,,3480,39,TRUE
VTGN,"VistaGen Therapeutics, Inc.",0.48,$20.46M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtgn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VTGN,vistagen.com,343 Allerton Avenue,,South San Francisco,CA,94080,United States,9,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vistagen.com,VSTA,vistagen.com,VISTAGEN THERAPEUTICS,384 OYSTER POINT BLVD STE 8,SOUTH SAN FRANCISCO,CA,94080,US,Public,30,Chemicals (Pharmaceutical and Drug),2834,28,FALSE
VTNR,"Vertex Energy, Inc",1.1295,$45.57M,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vtnr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VTNR,vertexenergy.com,1331 Gemini Street,Suite 250,Houston,TX,77058,United States,215,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vertexenergy.com,VTNR,vertexenergy.com,VERTEX ENERGY INC.,1331 GEMINI ST STE 250,HOUSTON,TX,77058,US,Public,205,Petroleum (Refining),2911,50,TRUE
VTR,"Ventas, Inc.",71.44,$26.62B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vtr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VTR,ventasreit.com,353 North Clark Street,Suite 3300,Chicago,IL,60654,United States,500,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=ventasreit.com,VTR,ventasreit.com,VENTAS,353 N CLARK ST STE 3300,CHICAGO,IL,,US,Public,493,Investment and Holding,6798,67,TRUE
VTSI,"VirTra, Inc.",2.1,$16.25M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/vtsi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VTSI,virtra.com,7970 South Kyrene Road,,Tempe,AZ,85284,United States,79,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=virtra.com,VTSI,virtra.com,VIRTRA SYSTEMS,7970 S KYRENE RD,TEMPE,AZ,85281,US,Public,30,,7900,35,TRUE
VTVT,vTv Therapeutics Inc.,1.27,$70.29M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VTVT,vtvtherapeutics.com,4170 Mendenhall Oaks Parkway,,High Point,NC,27265,United States,52,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vtvtherapeutics.com,,vtvtherapeutics.com,VTV THERAPEUTICS,4170 MENDENHALL OAKS PKWY,HIGH POINT,NC,27265,US,Private,375,Chemicals (Pharmaceutical and Drug),2834,28,
VUZI,Vuzix Corporation,2,$66.17M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vuzi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VUZI,vuzix.com,25 Hendrix Road,Suite A,West Henrietta,NY,14586,United States,82,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vuzix.com,VUZI,vuzix.com,VUZIX,2166 BRIGHTON HENRIETTA TOWN LINE RD,ROCHESTER,NY,14623,US,Public,45,Laboratory Equipment and Measurement Devices,3827,38,TRUE
VVI,Viad Corp,65.64,$1.33B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/vvi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VVI,viad.com,1850 North Central Avenue,Suite 1900,Phoenix,AZ,85004,United States,5196,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=viad.com,VVI,viad.com,VIAD CORP,1850 N CENTRAL AVE STE 1900,PHOENIX,AZ,85004,US,Public,7500,Business Services (Miscellaneous),7389,73,TRUE
VVPR,VivoPower International PLC,1.38,$18.63M,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/vvpr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PVL,permianvilleroyaltytrust.com,601 Travis Street,16th Floor,Houston,TX,77002,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=permianvilleroyaltytrust.com, , , , , , , , , , , , , ,
VVUS,"VIVUS, Inc.",3.37,$35.87M,1994,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vvus,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VVUS,vivus.com,900 East Hamilton Avenue,Suite 550,Campbell,CA,95008,United States,57,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vivus.com,VVUS,vivus.com,VIVUS INC,900 E HAMILTON AVE STE 550,CAMPBELL,CA,95008,US,Public,125,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
VVV,Valvoline Inc.,21.96,$4.13B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/vvv,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VVV,valvoline.com,100 Valvoline Way,,Lexington,KY,40509,United States,6700,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=valvoline.com,ASH,ashland.com,ASHLAND INC,50 E RIVERCENTER BLVD,COVINGTON,KY,41011,US,Public,6500,,5160,28,FALSE
VXRT,"Vaxart, Inc.",0.665,$10.5M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vxrt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VXRT,vaxart.com,395 Oyster Point Boulevard,Suite 405,South San Francisco,CA,94080,United States,35,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vaxart.com,,vaxart.com,VAXART,600 TOWNSEND ST 120E,SAN FRANCISCO,CA,,US,Private,30,Chemicals (Pharmaceutical and Drug),2834,28,
VYGR,"Voyager Therapeutics, Inc.",21.15,$781.15M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vygr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VYGR,voyagertherapeutics.com,75 Sidney Street,,Cambridge,MA,2139,United States,123,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=voyagertherapeutics.com,,voyagertherapeutics.com,VOYAGER THERAPEUTICS,75 SIDNEY ST,CAMBRIDGE,MA,2139,US,Private,175,Chemicals (Pharmaceutical and Drug),2836,28,
VZ,Verizon Communications Inc.,55.72,$230.44B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vz,,https://crawl.versium.com/finance.php?cmd=readall&ticker=VZ,verizon.com,1095 Avenue of the Americas,,New York,NY,10036,United States,135900,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=verizon.com,VZ,verizon.com,VERIZON COMMUNICATIONS,1095 AVENUE OF THE AMERICAS,NEW YORK,NY,10001,US,Public,144500,Communications and Telecom,4813,48,TRUE
W,Wayfair Inc.,112.06,$10.35B,2014,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/w,,https://crawl.versium.com/finance.php?cmd=readall&ticker=W,wayfair.com,4 Copley Place,7th Floor,Boston,MA,2116,United States,14500,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wayfair.com,W,wayfair.com,WAYFAIR,4 COPLEY PL,BOSTON,MA,,US,Public,7751,Nonstore Retailers,5961,59,TRUE
WAAS,AquaVenture Holdings Limited,17.71,$561.71M,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PVT,pivotalac.com,The Chrysler Building,11th Floor 405 Lexington Avenue,New York,NY,10174,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=pivotalac.com, , , , , , , , , , , , , ,
WAB,Westinghouse Air Brake Technologies Corporation,64.25,$12.09B,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/wab,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WAB,wabtec.com,1001 Air Brake Avenue,,Wilmerding,PA,15148,United States,27000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wabtec.com,WAB,wabtec.com,WABTEC,1001 AIR BRAKE AVE,WILMERDING,PA,,US,Public,10000,Railroad,3743,37,TRUE
WABC,Westamerica Bancorporation,60.17,$1.62B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wabc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WABC,westamerica.com,1108 Fifth Avenue,,San Rafael,CA,94901,United States,762,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=westamerica.com,WABC,westamerica.com,SINGLEREPORTING,1108 FIFTH AVE,SAN RAFAEL,CA,,US,Public,1200,Banks and Depository Institutions,6021,67,TRUE
WAFD,"Washington Federal, Inc.",33.94,$2.69B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wafd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WAFD,washingtonfederal.com,425 Pike Street,,Seattle,WA,98101,United States,1962,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=washingtonfederal.com,WAFD,washingtonfederal.com,WASHINGTON FEDERAL,425 PIKE ST,SEATTLE,WA,98101,US,Public,1877,Banks and Depository Institutions,6021,60,TRUE
WAFU,Wah Fu Education Group Limited,2.34,$12.17M,2019,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/wafu,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PXS,pyxistankers.com,59 K. Karamanli Street,,Maroussi,,15125,Greece,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=pyxistankers.com, , , , , , , , , , , , , ,
WAGE,"WageWorks, Inc.",51.23,$2.07B,2012,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wage,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WAGE,wageworks.com,1100 Park Place,4th Floor,San Mateo,CA,94403,United States,1955,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wageworks.com,WAGE,wageworks.com,WAGEWORKS,1100 PARK PLACE 4TH FLOOR,SAN MATEO,CA,,US,Public,3000,Business Services (Miscellaneous),7389,87,TRUE
WAIR,"Wesco Aircraft Holdings, Inc.",11.01,$1.1B,2011,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/wair,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WAIR,wescoair.com,24911 Avenue Stanford,,Valencia,CA,91355,United States,3069,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wescoair.com,,wescoair.com,WESCO AIRCRAFT,24911 AVENUE SCOTT,VALENCIA,CA,91355,US,Private,3000,Construction and Building Materials,5072,50,
WAL,Western Alliance Bancorporation,42.49,$4.4B,2005,Finance,Major Banks,https://www.nasdaq.com/symbol/wal,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WAL,westernalliancebancorporation.com,One East Washington Street,Suite 1400,Phoenix,AZ,85004,United States,1806,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=westernalliancebancorporation.com,,westernalliancebancorporation.com,WESTERN ALLIANCE BANK,1 E WASHINGTON ST STE 1400,PHOENIX,AZ,85004,US,Private,3000,,,,
WASH,"Washington Trust Bancorp, Inc.",46.7,$809.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wash,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WASH,washtrust.com,23 Broad Street,,Westerly,RI,2891,United States,601,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=washtrust.com,,washtrust.com,WASHINGTON TRUST COMPANY,23 BROAD ST,WESTERLY,RI,2891,US,Private,750,Banks and Depository Institutions,6022,60,
WAT,Waters Corporation,200.04,$13.35B,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/wat,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WAT,waters.com,34 Maple Street,,Milford,MA,1757,United States,7200,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=waters.com,WAT,waters.com,WATERS CORPORATION,34 MAPLE ST,MILFORD,MA,1757,US,Public,7000,Laboratory Equipment and Measurement Devices,3826,38,TRUE
WATT,Energous Corporation,3.83,$117.34M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WATT,energous.com,3590 North First Street,Suite 210,San Jose,CA,95134,United States,69,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=energous.com,,energous.com,ENERGOUS CORPORATION,3590 N FIRST ST STE 210,SAN JOSE,CA,95110,US,Private,75,Electronics and Electronic Components,3663,36,
WB,Weibo Corporation,35.01,$7.88B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=RBZ,reebonz.com,"No. 07-00, 5 Tampines North Drive 5",,Singapore,,528548,Singapore,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=reebonz.com, , , , , , , , , , , , , ,
WBA,"Walgreens Boots Alliance, Inc.",50.41,$45.53B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WBA,walgreensbootsalliance.com,108 Wilmot Road,,Deerfield,IL,60015,United States,244000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=walgreensbootsalliance.com,WBA,walgreensbootsalliance.com,WALGREENS BOOTS ALLIANCE,108 WILMOT RD,DEERFIELD,IL,60015,US,Public,415000,"Retail (Drug, GM)",5912,59,TRUE
WBAI,500.com Limited,9.89,$425.03M,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai,,https://crawl.versium.com/finance.php?cmd=readall&ticker=RCI,rogers.com,333 Bloor Street East,,Toronto,ON,M4W 1G9,Canada,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=rogers.com, , , , , , , , , , , , , ,
WBC,Wabco Holdings Inc.,132.28,$6.78B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/wbc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WBC,wabco-auto.com,Giacomettistrasse 1,,Bern,,3006,Switzerland,16135,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wabco-auto.com,WBC,wabco-auto.com,WABCO,1220 PACIFIC DR,AUBURN HILLS,MI,,US,Public,14631,Motor Vehicles and Transportation Equipment,3711,37,TRUE
WBK,Westpac Banking Corporation,18.83,$64.79B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/wbk,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ROYT,pacificcoastoiltrust.com,601 Travis Street,16th Floor,Houston,TX,77002,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=pacificcoastoiltrust.com, , , , , , , , , , , , , ,
WBS,Webster Financial Corporation,46,$4.24B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wbs,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WBS,websteronline.com,145 Bank Street,,Waterbury,CT,6702,United States,3265,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=websteronline.com,,websteronline.com,WEBSTER BANK,145 BANK ST,WATERBURY,CT,6702,US,Private,30,Banks and Depository Institutions,6021,60,
WBT,"Welbilt, Inc.",15.27,$2.15B,2016,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wbt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WBT,welbilt.com,2227 Welbilt Boulevard,,New Port Richey,FL,34655,United States,5500,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=welbilt.com,,welbilt.com,WELBILT INC.,2227 WELBILT BLVD,NEW PORT RICHEY,FL,34655,US,Private,3000,,,,
WCC,"WESCO International, Inc.",42.59,$1.81B,1999,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/wcc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WCC,wesco.com,225 West Station Square Drive,Suite 700,Pittsburgh,PA,15219,United States,9300,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wesco.com,WCC,wesco.com,WESCO INTERNATIONAL,225 W STATION SQUARE DR STE 700,PITTSBURGH,PA,15219,US,Public,9100,Electrical Equipment and Appliances,5063,50,TRUE
WCG,"WellCare Health Plans, Inc.",273.49,$13.76B,2004,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/wcg,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WCG,wellcare.com,8725 Henderson Road,Renaissance One,Tampa,FL,33634,United States,12000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wellcare.com,WCG,wellcare.com,WELLCARE HEALTH PLANS,8735 HENDERSON ROAD RENAISSANCE ONE,TAMPA,FL,,US,Public,8900,Insurance and Casualty,6324,63,TRUE
WCN,"Waste Connections, Inc.",90.38,$23.83B,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/wcn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WCN,wasteconnections.com,3 Waterway Square Place,Suite 110,The Woodlands,TX,77380,United States,16356,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wasteconnections.com,WCN,wasteconnections.com,WASTE CONNECTIONS,610 APPLEWOOD CRESCENT SUITE 200,VAUGHAN,ON,,CA,Public,15000,"Utilities (Electric, Gas, Sanitary)",4953,49,TRUE
WD,"Walker & Dunlop, Inc.",54.5,$1.68B,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WD,walkerdunlop.com,7501 Wisconsin Avenue,Suite 1200E,Bethesda,MD,20814,United States,734,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=walkerdunlop.com,WD,walkerdunlop.com,WALKER DUNLOP,7501 WISCONSIN AVE STE 1200E,BETHESDA,MD,20814,US,Public,723,,6199,61,TRUE
WDAY,"Workday, Inc.",185.77,$41.98B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WDAY,workday.com,6110 Stoneridge Mall Road,,Pleasanton,CA,94588,United States,11000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=workday.com,WDAY,workday.com,WORKDAY,6110 STONERIDGE MALL RD,PLEASANTON,CA,94588,US,Public,10500,"Business Services (Software, Programming, IT)",7374,73,TRUE
WDC,Western Digital Corporation,54.43,$15.95B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WDC,westerndigital.com,5601 Great Oaks Parkway,,San Jose,CA,95119,United States,61800,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=westerndigital.com,WDC,wdc.com,WESTERN DIGITAL,5601 GREAT OAKS PKWY,SAN JOSE,CA,95119,US,Public,10000,Computer And Office Equipment,3572,35,TRUE
WDFC,WD-40 Company,182.71,$2.51B,1973,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wdfc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WDFC,wd40company.com,9715 Businesspark Avenue,,San Diego,CA,92131,United States,480,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wd40company.com,WDFC,wd40company.com,WD-40 COMPANY,9715 BUSINESSPARK AVE,SAN DIEGO,CA,92131,US,Public,350,,2890,29,TRUE
WDR,"Waddell & Reed Financial, Inc.",15.34,$1.12B,1998,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wdr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WDR,waddell.com,6300 Lamar Avenue,,Overland Park,KS,66202,United States,1332,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=waddell.com,WDR,waddell.com,WADDELL REED,6300 LAMAR AVE,OVERLAND PARK,KS,80907,US,Public,103,Securities and Commodities,6211,62,TRUE
WEBK,"Wellesley Bancorp, Inc.",30.7,$78.59M,2012,Finance,Banks,https://www.nasdaq.com/symbol/webk,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WEBK,wellesleybank.com,100 Worcester Street,Suite 300,Wellesley,MA,2481,United States,74,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wellesleybank.com,WEBK,wellesleybank.com,WELLESLEY BANCORP,100 WORCESTER ST STE 300,WELLESLEY,MA,2482,US,Public,75,Banks and Depository Institutions,6036,67,TRUE
WEC,"WEC Energy Group, Inc.",88.89,$28.04B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/wec,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WEC,wecenergygroup.com,231 West Michigan Street,,Milwaukee,WI,53203,United States,8000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wecenergygroup.com,WEC,wecenergygroup.com,WEC ENERGY GROUP,231 W MICHIGAN ST BOX 1331,MILWAUKEE,WI,53203,US,Public,8000,"Utilities (Electric, Gas, Sanitary)",4931,,TRUE
WEI,Weidai Ltd.,7.2,$507.22M,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wei,,https://crawl.versium.com/finance.php?cmd=readall&ticker=RPAY,repay.com,3 West Paces Ferry Road,Suite 200,Atlanta,GA,30305,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=repay.com, , , , , , , , , , , , , ,
WELL,Welltower Inc.,86.56,$35.08B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/well,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WELL,welltower.com,4500 Dorr Street,,Toledo,OH,43615,United States,384,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=welltower.com,WELL,welltower.com,WELLTOWER INC,4500 DORR ST,TOLEDO,OH,,US,Public,392,Investment and Holding,6798,67,TRUE
WEN,Wendy&#39;s Company (The),19.69,$4.54B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wen,,https://crawl.versium.com/finance.php?cmd=readall&ticker=RPLA,replayacquisition.com,767 Fifth Avenue,46th Floor Suite 4600,New York,NY,10153,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=replayacquisition.com, , , , , , , , , , , , , ,
WERN,"Werner Enterprises, Inc.",31.05,$2.15B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/wern,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WERN,werner.com,14507 Frontier Road,,Omaha,NE,68138,United States,12852,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=werner.com,WERN,werner.com,WERNER ENTERPRISES,14507 FRONTIER RD,OMAHA,NE,68138,US,Public,12784,"Transportation (Trucking, Shipping)",4213,42,TRUE
WES,"Western Midstream Partners, LP",23.13,$10.48B,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/wes,,https://crawl.versium.com/finance.php?cmd=readall&ticker=RTLR,rattlermidstream.com,500 West Texas Avenue,Suite 1200,Midland,TX,79701,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=rattlermidstream.com, , , , , , , , , , , , , ,
WETF,"WisdomTree Investments, Inc.",5.26,$815.82M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WETF,wisdomtree.com,245 Park Avenue,35th Floor,New York,NY,10167,United States,214,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wisdomtree.com,,wisdomtree.com,WISDOMTREE,380 MADISON AVENUE 21ST FLOOR,NEW YORK,NY,,US,Private,75,Securities and Commodities,6211,62,
WEX,WEX Inc.,195.56,$8.46B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wex,,https://crawl.versium.com/finance.php?cmd=readall&ticker=WEX,wexinc.com,1 Hancock Street,,Portland,ME,4101,United States,4900,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=wexinc.com,WEX,wexinc.com,WEX,97 DARLING AVE,SOUTH PORTLAND,ME,4106,US,Public,3500,Business Services (Miscellaneous),7389,60,TRUE
